# 2026-09-01_15:48:33.524463 - WattAMeter run 8df135df-f131-42d1-957a-2052994a42b9
# timestamp                  reading-time[ns] cpu-0-r0[uJ] cpu-0-r1[uJ] cpu-0-core[uJ] cpu-0-uncore[uJ] psys[uJ] cpu-0-r0[W] cpu-0-r1[W] cpu-0-core[W] cpu-0-uncore[W] psys[W]
  2026-09-01_15:48:34.626492 153243 73078447135 73078447135 24284529811 994776139 207048789167 9.969422796662775 10.072960678914736 1.9720793376385504 0.0219329476859882 33.72821353806106
  2026-09-01_15:48:34.726706 302146 73079446216 73079456592 24284727442 994778337 207052169224 11.247716869064577 11.144050815389061 3.036797932241885 0.0530519222260019 35.05786915665547
  2026-09-01_15:48:34.826797 203553 73080572007 73080572007 24285031397 994783647 207055678188 12.642877686133271 12.642877686133271 4.409240525473022 0.010361564857280983 37.122998909048114
  2026-09-01_15:48:34.926878 179267 73081837324 73081837324 24285472680 994784684 207059393510 9.810078697332608 9.810078697332608 1.7514896634812147 0.007324018913194728 33.03202472732667
  2026-09-01_15:48:35.026960 176355 73082819133 73082819133 24285647972 994785417 207062699410 10.802943136398019 10.802943136398019 2.6151278380049883 0.043864651057000326 34.925875727709965
  2026-09-01_15:48:35.127132 280952 73083901283 73083901283 24285909934 994789811 207066197997 10.478390714825293 10.478390714825293 2.434765630001408 0.0036610309463144817 34.17213287261693
  2026-09-01_15:48:35.227103 111608 73084948827 73084948827 24286153342 994790177 207069614248 13.164200555358784 13.164200555358784 4.982215842058458 0.007295932082894846 37.40337717448636
  2026-09-01_15:48:35.327570 396197 73086271394 73086271394 24286653890 994790910 207073372051 10.127803817798368 10.127803817798368 1.9458878299909284 0.004274234569672865 33.81393013686519
  2026-09-01_15:48:35.427471 75427 73087283171 73087283171 24286848286 994791337 207076750094 9.156842034617645 9.156842034617645 1.2904517040370207 0.0 30.401906415386186
  2026-09-01_15:48:35.527601 70422 73088200039 73088200039 24286977498 994791337 207079794215 9.499967494754436 9.499967494754436 1.4556679564407344 0.0 31.14192205513656
  2026-09-01_15:48:35.627769 88663 73089151636 73089151636 24287123310 994791337 207082913653 8.916657455704321 8.916657455704321 0.9730709529480616 0.0 30.22670467759289
  2026-09-01_15:48:35.727940 88513 73090044822 73090044822 24287220783 994791337 207085941477 9.178627978300995 9.178627978300995 1.356227775544843 0.0 30.49920462371069
  2026-09-01_15:48:35.827938 41218 73090962666 73090962666 24287356403 994791337 207088991335 9.846195713747425 9.846195713747425 1.8847371072536971 0.0 31.91559972338134
  2026-09-01_15:48:35.928489 605045 73091952715 73091952715 24287545916 994791337 207092200494 8.690017175323344 8.690017175323344 1.0358256859888786 0.0 29.68657595032309
  2026-09-01_15:48:36.028484 264833 73092821670 73092821670 24287649493 994791337 207095168992 8.782506714402167 8.782506714402167 0.9614120719967902 0.0 29.426717986164878
  2026-09-01_15:48:36.128662 272162 73093701490 73093701490 24287745806 994791337 207098116922 8.942917758741928 8.942917758741928 1.241849389503292 0.0 29.76726810714057
  2026-09-01_15:48:36.228777 379551 73094596812 73094596812 24287870134 994791337 207101097078 10.776608152023954 10.776608152023954 2.642985125008942 0.0 32.89080423888384
  2026-09-01_15:48:36.328979 260844 73095676644 73095676644 24288134965 994791337 207104392785 8.514420770706748 8.514420770706748 0.9198213143588103 0.0 29.65135313399424
  2026-09-01_15:48:36.429043 118300 73096528631 73096528631 24288227006 994791337 207107359818 8.819674141902432 8.819674141902432 1.0417285134055 0.0 28.521172253462137
  2026-09-01_15:48:36.529291 277583 73097412784 73097412784 24288331437 994791337 207110219003 8.809103708475494 8.809103708475494 1.0022000837640712 0.0 29.06003160944491
  2026-09-01_15:48:36.629534 275893 73098295839 73098295839 24288431901 994791337 207113132081 8.599169047485368 8.599169047485368 0.9230125214688385 0.0 28.683997277636422
  2026-09-01_15:48:36.729847 663939 73099158446 73099158446 24288524491 994791337 207116009454 12.245760926812014 12.245760926812014 4.083548801600259 0.0 33.60998620533231
  2026-09-01_15:48:36.829735 304453 73100381649 73100381649 24288932388 994791337 207119366684 9.924484796736124 9.924484796736124 1.9484532402367405 0.0 30.505812627455185
  2026-09-01_15:48:36.929911 420694 73101375848 73101375848 24289127577 994791337 207122422646 9.058388377391992 9.058388377391992 1.215784328668519 0.0013389332644053412 29.286542166652147
  2026-09-01_15:48:37.021029 355917 73102201224 73102201224 24289238356 994791459 207125091157
# 2026-09-01_15:48:51.834159 - WattAMeter run bd6363ae-6255-4d64-97f7-28e28236f70a
# timestamp                  reading-time[ns] cpu-0-r0[uJ] cpu-0-r1[uJ] cpu-0-core[uJ] cpu-0-uncore[uJ] psys[uJ] cpu-0-r0[W] cpu-0-r1[W] cpu-0-core[W] cpu-0-uncore[W] psys[W]
  2026-09-01_15:48:51.838251 269895 73271730270 73271730270 24333643027 996878734 207641796560 9.654174529863592 9.654174529863592 1.6065132101708381 0.0 30.843100251622296
  2026-09-01_15:48:51.934904 403978 73272663373 73272663373 24333798301 996878734 207644777632 12.172898793574268 12.172898793574268 3.5600722427299365 0.28094483922862523 38.40040439405893
  2026-09-01_15:48:52.034838 117901 73273879862 73273879862 24334154074 996906810 207648615146 10.006301903191526 10.006301903191526 1.812460725361071 0.0024347083075759814 32.260124554887426
  2026-09-01_15:48:52.135056 311526 73274882667 73274882667 24334335714 996907054 207651848170 10.310387751550314 10.310387751550314 2.30834724436755 0.0 32.073454979435766
  2026-09-01_15:48:52.235082 178209 73275913975 73275913975 24334566609 996907054 207655056353 11.074206112665005 11.074206112665005 2.9097613084047866 0.0 32.26909658538014
  2026-09-01_15:48:52.335577 639719 73277026887 73277026887 24334859028 996907054 207658299264 9.176445592954266 9.176445592954266 1.1319971886839397 0.0 30.362666344750455
  2026-09-01_15:48:52.435380 94141 73277942718 73277942718 24334972004 996907054 207661329530 12.124881231408054 12.124881231408054 3.4865571637773476 0.28016363778877257 38.81470697693388
  2026-09-01_15:48:52.535810 638534 73279160427 73279160427 24335322161 996935191 207665227714 9.788396923772119 9.788396923772119 1.72804598532484 0.004890413142102245 32.56675123914468
  2026-09-01_15:48:52.635802 512144 73280139184 73280139184 24335494951 996935680 207668484114 10.158086004700172 10.158086004700172 1.9238349250174078 0.0012200031232079953 34.10583731094351
  2026-09-01_15:48:52.735802 351451 73281154990 73281154990 24335687334 996935802 207671894689 11.508354328582797 11.508354328582797 3.2928966854589605 0.005488061177747125 36.53790189002029
  2026-09-01_15:48:52.835837 203862 73282306232 73282306232 24336016740 996936351 207675549770 10.560216882575777 10.560216882575777 2.4255326847965564 0.003654489614379853 33.558319423640256
  2026-09-01_15:48:52.935988 166661 73283363846 73283363846 24336259659 996936717 207678910662 11.459265838937151 11.459265838937151 3.160205580944202 0.009145344037459329 35.5423113135813
  2026-09-01_15:48:53.036148 138430 73284511609 73284511609 24336576186 996937633 207682470589 9.95026941069576 9.95026941069576 1.9019474412594521 0.003643806341608875 32.982610003924954
  2026-09-01_15:48:53.136593 571886 73285511058 73285511058 24336767226 996937999 207685783508 10.691414375299027 10.691414375299027 2.5955383253464874 0.01647047084438827 33.9377949493541
  2026-09-01_15:48:53.236650 578925 73286580818 73286580818 24337026930 996939647 207689179251 11.535632182252169 11.535632182252169 3.1092212946813875 0.08731710627748368 35.35307364217498
  2026-09-01_15:48:53.336608 317837 73287733891 73287733891 24337337720 996948375 207692713056 8.948704090075754 8.948704090075754 1.1380467500975315 0.0 29.779368056458623
  2026-09-01_15:48:53.437006 724229 73288632326 73288632326 24337451978 996948375 207695702855 9.632315245208293 9.632315245208293 1.6056910796901336 0.0 31.298462628918795
  2026-09-01_15:48:53.536939 264955 73289594909 73289594909 24337612439 996948375 207698830594 9.266374015743018 9.266374015743018 1.1238319906438288 0.04188941369861618 30.60414104160618
  2026-09-01_15:48:53.637466 798722 73290526426 73290526426 24337725414 996952586 207701907124 8.908964772195619 8.908964772195619 1.0136654186277791 0.0 30.1713913662894
  2026-09-01_15:48:53.737599 770341 73291418513 73291418513 24337826916 996952586 207704928295 12.406402445263597 12.406402445263597 4.158230349509744 0.0 34.180124670967636
  2026-09-01_15:48:53.837674 551685 73292660087 73292660087 24338243052 996952586 207708348880 9.592519685668346 9.592519685668346 1.5607685973809529 0.0 31.104987541889155
  2026-09-01_15:48:53.937824 494238 73293620778 73293620778 24338399363 996952586 207711464045 8.953511747727092 9.132262125158968 1.098140844142385 0.0 30.47096701245397
  2026-09-01_15:48:54.037869 349582 73294516528 73294534411 24338509226 996952586 207714512499 11.523738453370377 10.96602351839876 2.967556166319369 0.0 32.658212278348614
  2026-09-01_15:48:54.069934 175726 73294886034 73294886034 24338604380 996952586 207715559677
